binominal,root_order,RD,SRL,references,genus,species,family,order
Machilus robusta,1.0,-0.7361590711532363,2.8903717578961645,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Machilus,robusta,Lauraceae,Laurales
Machilus shweliensis,1.0,-0.9159902970092291,3.6154750805305236,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Machilus,shweliensis,Lauraceae,Laurales
Machilus velutina,1.0,-0.7905174809562218,3.0809921175048145,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Machilus,velutina,Lauraceae,Laurales
Macropanax undulatus,1.0,-1.3329431856228962,3.3568971227655755,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Macropanax,undulatus,Araliaceae,Apiales
Magnolia acuminata,1.0,-0.6130406749215425,2.5162880457595,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Magnolia,acuminata,Magnoliaceae,Magnoliales
Magnolia baillonii,1.0,-0.5538201153388461,2.9616582932202395,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.']
Length: 2, dtype: str",Magnolia,baillonii,Magnoliaceae,Magnoliales
Magnolia balansae,1.0,-0.5446582123024426,3.0037004432031678,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,balansae,Magnoliaceae,Magnoliales
Magnolia cavaleriei,1.0,-0.29785362777327734,2.7343675094195836,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,cavaleriei,Magnoliaceae,Magnoliales
Magnolia champaca,1.0,-0.7689057449610968,2.990719731730447,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,champaca,Magnoliaceae,Magnoliales
Magnolia championii,1.0,-0.6106459590482015,3.4469034297516927,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Magnolia,championii,Magnoliaceae,Magnoliales
Magnolia chapensis,1.0,-0.4996109934663938,3.1461840358843185,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Magnolia,chapensis,Magnoliaceae,Magnoliales
Magnolia dandyi,1.0,-0.4720857954500601,2.872999508171694,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,dandyi,Magnoliaceae,Magnoliales
Magnolia denudata,1.0,-0.6998722331194441,3.0397837995190997,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Magnolia,denudata,Magnoliaceae,Magnoliales
Magnolia ernestii,1.0,-0.30001784621290184,2.7662562141665723,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 2, dtype: str",Magnolia,ernestii,Magnoliaceae,Magnoliales
Magnolia fulva,1.0,-0.40936771337543165,2.9647574692545606,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,fulva,Magnoliaceae,Magnoliales
Magnolia grandiflora,1.0,-1.041747653810314,2.2423041621091158,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Magnolia,grandiflora,Magnoliaceae,Magnoliales
Magnolia kobus,1.0,-0.8268555031213605,3.3077062234344843,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Magnolia,kobus,Magnoliaceae,Magnoliales
Magnolia lotungensis,1.0,-0.36118509941661847,2.485739636091892,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,lotungensis,Magnoliaceae,Magnoliales
Magnolia macclurei,1.0,-0.6534563394725827,3.1094353932159864,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 2, dtype: str",Magnolia,macclurei,Magnoliaceae,Magnoliales
Magnolia macrophylla,1.0,-1.6124218098313137,2.5572273113676265,"<ArrowStringArray>
['Valverde et al (unpublished)']
Length: 1, dtype: str",Magnolia,macrophylla,Magnoliaceae,Magnoliales
Magnolia maudiae,1.0,-0.505556198273215,3.0279321607862917,"<ArrowStringArray>
[                                                                                                'Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.',
                                                                                 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.',
 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 3, dtype: str",Magnolia,maudiae,Magnoliaceae,Magnoliales
Magnolia odora,1.0,-0.5681852001907166,3.013179113823393,"<ArrowStringArray>
[                                                                                    'Xiong D, Huang J, Yang Z, Lu Z, Chen G, Yang Y. 2012. Fine root architecture and morphology among different branch orders of six subtropical tree species. Acta Ecologica Sinica 32: 1888-1897.',
                                                                                                 'Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.',
                                                                                 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.',
 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 4, dtype: str",Magnolia,odora,Magnoliaceae,Magnoliales
Magnolia opipara,1.0,-0.5746888174329436,2.5392369943330477,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,opipara,Magnoliaceae,Magnoliales
Magnolia stellata,1.0,-0.8363605843814319,3.439265294378326,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Magnolia,stellata,Magnoliaceae,Magnoliales
Magnolia tripetala,1.0,-0.6780381096103252,2.890204449456444,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Magnolia,tripetala,Magnoliaceae,Magnoliales
Magnolia virginiana,1.0,-2.2178719549334867,3.0022112396517002,"<ArrowStringArray>
['Valverde et al (unpublished)']
Length: 1, dtype: str",Magnolia,virginiana,Magnoliaceae,Magnoliales
Magnolia yunnanensis,1.0,-0.3274768169962273,2.847232265235547,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,yunnanensis,Magnoliaceae,Magnoliales
Magnolia yuyuanensis,1.0,-0.6733445532637656,3.5779478934066544,"<ArrowStringArray>
['Liu B, Li H, Zhu B, Koide RT, Eissenstat DM, Guo D. 2015. Complementarity between roots and AM fungi in nutrient foraging strategies. New Phytologist 208: 125-136.']
Length: 1, dtype: str",Magnolia,yuyuanensis,Magnoliaceae,Magnoliales
Mallotus paniculatus,1.0,-1.4447712908788664,4.575959027819343,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Mallotus,paniculatus,Euphorbiaceae,Malpighiales
Malus baccata,1.0,-1.4443581616398693,4.268713712142645,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Malus,baccata,Rosaceae,Rosales
Malus domestica,1.0,-1.6901058155015551,4.032426399670245,"<ArrowStringArray>
['Lavely EL, Chen W, Peterson KA, Klodd AE, Volder E, Marini RP, Eissenstat D. 2020. On characterizing root function in perennial horticultural crops. American Journal of Botany']
Length: 1, dtype: str",Malus,domestica,Rosaceae,Rosales
Manglietia paruicula,1.0,-0.6853972886998859,3.0828269804049246,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Manglietia,paruicula,Magnoliaceae,Magnoliales
Matteuccia struthiopteris,1.0,-1.3744473706573064,5.184337650070223,"<ArrowStringArray>
['Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Matteuccia,struthiopteris,Onocleaceae,Polypodiales
Melicope pteleifolia,1.0,-1.3705391291753843,4.576667825515379,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Melicope,pteleifolia,Rutaceae,Sapindales
Memecylon nigrescens,1.0,-1.5957335476830126,4.477906235168379,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Memecylon,nigrescens,Melastomataceae,Myrtales
Microcos paniculata,1.0,-2.1468642179972703,4.7482310288287435,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Microcos,paniculata,Malvaceae,Malvales
