binominal,F00004,F01286,F01287,F00043
Fraxinus mandshurica,"Zhu, S.Y., Zhou, B., Mao, Z.J., Wang, X.W. & Sun, Y.F. (2006) Space-time dynamics of fine root biomass of six forests in Maoershan forest region. Scientia Silvae Sinicae, 42, 13-19. Chinese in English abstract.",Fraxinus,mandshurica,C3
Larix gmelinii,"Zhu, S.Y., Zhou, B., Mao, Z.J., Wang, X.W. & Sun, Y.F. (2006) Space-time dynamics of fine root biomass of six forests in Maoershan forest region. Scientia Silvae Sinicae, 42, 13-19. Chinese in English abstract.",Larix,gmelinii,C3
Acer negundo,"Zadworny M, Comas LH, Eissenstat DM. 2018. Linking fine root morphology, hydraulic functioning and shade tolerance of trees. Annals of Botany, in press.",Acer,negundo,C3
Acer rubrum,"Zadworny M, Comas LH, Eissenstat DM. 2018. Linking fine root morphology, hydraulic functioning and shade tolerance of trees. Annals of Botany, in press.",Acer,rubrum,C3
Acer saccharum,"Zadworny M, Comas LH, Eissenstat DM. 2018. Linking fine root morphology, hydraulic functioning and shade tolerance of trees. Annals of Botany, in press.",Acer,saccharum,C3
Quercus rubra,"Zadworny M, Comas LH, Eissenstat DM. 2018. Linking fine root morphology, hydraulic functioning and shade tolerance of trees. Annals of Botany, in press.",Quercus,rubra,C3
Quercus alba,"Zadworny M, Comas LH, Eissenstat DM. 2018. Linking fine root morphology, hydraulic functioning and shade tolerance of trees. Annals of Botany, in press.",Quercus,alba,C3
Pinus virginiana,"Zadworny M, Comas LH, Eissenstat DM. 2018. Linking fine root morphology, hydraulic functioning and shade tolerance of trees. Annals of Botany, in press.",Pinus,virginiana,C3
Pinus strobus,"Zadworny M, Comas LH, Eissenstat DM. 2018. Linking fine root morphology, hydraulic functioning and shade tolerance of trees. Annals of Botany, in press.",Pinus,strobus,C3
Larix gmelinii,"Sun T, Dong L, Zhang L, Wu Z, Wang Q, Li Y, Zhang H, Wang Z. 2016. Early stage fine-root decomposition and its relationship with root order and soil depth in a Larix gmelinii plantation. Forests 7: 234.",Larix,gmelinii,C3
Larix gmelinii,"Salahuddin, Rewald B, Razaq M, Lixue Y, Li J, Khan F, Jie Z. 2018. Root order-based traits of Manchurian walnut & larch and their plasticity under interspecific competition. Scientific Reports 8: 9815",Larix,gmelinii,C3
Juglans mandshurica,"Salahuddin, Rewald B, Razaq M, Lixue Y, Li J, Khan F, Jie Z. 2018. Root order-based traits of Manchurian walnut & larch and their plasticity under interspecific competition. Scientific Reports 8: 9815",Juglans,mandshurica,C3
Populus tremuloides,"Kunkle JM, Walters MB, Kobe RK. 2009. Senescence-related changes in nitrogen in fine roots: mass loss affects estimation. Tree Physiology 29: 715-723.",Populus,tremuloides,C3
Acer rubrum,"Kunkle JM, Walters MB, Kobe RK. 2009. Senescence-related changes in nitrogen in fine roots: mass loss affects estimation. Tree Physiology 29: 715-723.",Acer,rubrum,C3
Acer saccharum,"Kunkle JM, Walters MB, Kobe RK. 2009. Senescence-related changes in nitrogen in fine roots: mass loss affects estimation. Tree Physiology 29: 715-723.",Acer,saccharum,C3
Acer saccharum,"Liu X, Tyree MT. 1997. Root carbohydrate reserves, mineral nutrient concentrations and biomass in a healthy and a declining sugar maple (Acer saccharum) stand. Tree Physiology 17: 179-185.",Acer,saccharum,C3
Fraxinus mandshurica,"Du W, Sei X. 2018. Definition of fine roots on the basis of the root anatomy, diameter, and branch orders of one-year old Fraxinus mandshurica seedlings. Journal of Forest Research 29: 1321-1327.",Fraxinus,mandshurica,C3
Populus tremuloides,"Laughlin DC, Leppert JJ, Moore MM, Sieg CH. 2010. A multi-trait test of the leaf-height-seed plant strategy scheme with 133 species froma pine florest flora. Functional Ecology 24: 493-501",Populus,tremuloides,C3
Populus tremuloides,"Laughlin DC, Fule PZ, Huffman DW, Crouse J, Laliberte E. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99: 1489-1499.",Populus,tremuloides,C3
Pinus strobus,Reich P. Unpublished data.,Pinus,strobus,C3
Populus tremuloides,Reich P. Unpublished data.,Populus,tremuloides,C3
Acer saccharum,"Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.",Acer,saccharum,C3
Liriodendron tulipifera,"Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.",Liriodendron,tulipifera,C3
Quercus alba,"Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.",Quercus,alba,C3
Acer saccharum,Valverde et al (unpublished),Acer,saccharum,C3
Aesculus parviflora,Valverde et al (unpublished),Aesculus,parviflora,C3
Catalpa bignonioides,Valverde et al (unpublished),Catalpa,bignonioides,C3
Cercidiphyllum japonicum,Valverde et al (unpublished),Cercidiphyllum,japonicum,C3
Chionanthus virginicus,Valverde et al (unpublished),Chionanthus,virginicus,C3
Cornus florida,Valverde et al (unpublished),Cornus,florida,C3
Diospyros virginiana,Valverde et al (unpublished),Diospyros,virginiana,C3
Fraxinus americana,Valverde et al (unpublished),Fraxinus,americana,C3
Gleditsia triacanthos,Valverde et al (unpublished),Gleditsia,triacanthos,C3
Ilex opaca,Valverde et al (unpublished),Ilex,opaca,C3
Juglans nigra,Valverde et al (unpublished),Juglans,nigra,C3
Koelreuteria paniculata,Valverde et al (unpublished),Koelreuteria,paniculata,C3
Liquidambar styraciflua,Valverde et al (unpublished),Liquidambar,styraciflua,C3
Liriodendron tulipifera,Valverde et al (unpublished),Liriodendron,tulipifera,C3
Magnolia acuminata,Valverde et al (unpublished),Magnolia,acuminata,C3
Magnolia denudata,Valverde et al (unpublished),Magnolia,denudata,C3
Magnolia grandiflora,Valverde et al (unpublished),Magnolia,grandiflora,C3
Magnolia kobus,Valverde et al (unpublished),Magnolia,kobus,C3
Magnolia macrophylla,Valverde et al (unpublished),Magnolia,macrophylla,C3
Magnolia stellata,Valverde et al (unpublished),Magnolia,stellata,C3
Magnolia tripetala,Valverde et al (unpublished),Magnolia,tripetala,C3
Magnolia virginiana,Valverde et al (unpublished),Magnolia,virginiana,C3
Nyssa aquatica,Valverde et al (unpublished),Nyssa,aquatica,C3
Platanus acerifolia,Valverde et al (unpublished),Platanus,acerifolia,C3
Populus deltoides,Valverde et al (unpublished),Populus,deltoides,C3
Prunus sargentii,Valverde et al (unpublished),Prunus,sargentii,C3
Sassafras albidum,Valverde et al (unpublished),Sassafras,albidum,C3
Styphnolobium japonicum,Valverde et al (unpublished),Styphnolobium,japonicum,C3
Syringa reticulata,Valverde et al (unpublished),Syringa,reticulata,C3
Ulmus americana,Valverde et al (unpublished),Ulmus,americana,C3
Alstonia scholaris,"Perez TM, Valverde-Barrantes O, Bravo C, Taylor CC, Fadrique B, Hogan JA, Pardo CJ, Stroud JT, Baraloto C, Feeley KJ. 2018. Botanic gardens are an untapped resource for studying the functional traits of tropical plants. Philosophical Transactions of the Royal Society B. 374: 20170390.",Alstonia,scholaris,C3
Acer davidii,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Acer,davidii,C3
Acer negundo,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Acer,negundo,C3
Acer platanoides,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Acer,platanoides,C3
Acer pseudoplatanus,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Acer,pseudoplatanus,C3
Aesculus hippocastanum,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Aesculus,hippocastanum,C3
Carpinus betulus,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Carpinus,betulus,C3
Cornus florida,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Cornus,florida,C3
Equisetum hyemale,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Equisetum,hyemale,C3
Equisetum pratense,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Equisetum,pratense,C3
Fraxinus americana,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Fraxinus,americana,C3
Fraxinus excelsior,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Fraxinus,excelsior,C3
Fraxinus chinensis,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Fraxinus,chinensis,C3
Gleditsia triacanthos,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Gleditsia,triacanthos,C3
Juglans mandshurica,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Juglans,mandshurica,C3
Larix gmelinii,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Larix,gmelinii,C3
Liriodendron chinense,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Liriodendron,chinense,C3
Liriodendron tulipifera,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Liriodendron,tulipifera,C3
Magnolia grandiflora,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Magnolia,grandiflora,C3
Magnolia kobus,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Magnolia,kobus,C3
Magnolia tripetala,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Magnolia,tripetala,C3
Magnolia virginiana,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Magnolia,virginiana,C3
Matteuccia struthiopteris,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Matteuccia,struthiopteris,C3
Phellodendron amurense,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Phellodendron,amurense,C3
Pinus armandii,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Pinus,armandii,C3
Pinus strobus,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Pinus,strobus,C3
Populus tremula,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Populus,tremula,C3
Sorbus aucuparia,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Sorbus,aucuparia,C3
Syringa reticulata,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Syringa,reticulata,C3
Tilia cordata,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Tilia,cordata,C3
Machilus breviflora,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Machilus,breviflora,C3
Cryptocarya chinensis,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Cryptocarya,chinensis,C3
Engelhardia roxburghiana,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Engelhardia,roxburghiana,C3
Sterculia lanceolata,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Sterculia,lanceolata,C3
Castanopsis fissa,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Castanopsis,fissa,C3
Elaeocarpus dubius,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Elaeocarpus,dubius,C3
Aporosa yunnanensis,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Aporosa,yunnanensis,C3
Juglans mandshurica,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Juglans,mandshurica,C3
Larix gmelinii,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Larix,gmelinii,C3
Fraxinus chinensis,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Fraxinus,chinensis,C3
Matteuccia struthiopteris,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Matteuccia,struthiopteris,C3
Syringa reticulata,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Syringa,reticulata,C3
Quercus wutaishanica,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Quercus,wutaishanica,C3
Populus cathayana,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Populus,cathayana,C3
Magnolia odora,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Magnolia,odora,C3
Cinnamomum porrectum,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Cinnamomum,porrectum,C3
Magnolia chapensis,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Magnolia,chapensis,C3
Alniphyllum fortunei,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Alniphyllum,fortunei,C3
Cunninghamia lanceolata,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Cunninghamia,lanceolata,C3
Magnolia maudiae,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Magnolia,maudiae,C3
Elaeocarpus sylvestris,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Elaeocarpus,sylvestris,C3
Ulmus davidiana,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Ulmus,davidiana,C3
Phellodendron amurense,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Phellodendron,amurense,C3
Adiantum pedatum,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Adiantum,pedatum,C3
Fraxinus mandshurica,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Fraxinus,mandshurica,C3
Pinus armandii,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Pinus,armandii,C3
Acer davidii,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Acer,davidii,C3
Quercus aliena,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Quercus,aliena,C3
Pinus tabuliformis,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Pinus,tabuliformis,C3
Cornus bretschneideri,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Cornus,bretschneideri,C3
Liriodendron tulipifera,"Minerovic AJ, Valverde-Barrantes OJ, Blackwood CB. 2018. Physical and microbial mechanisms of decomposition vary in importance among root orders and tree species with differing chemical and morphological traits. Soil Biology and Biochemistry 124: 142-149.",Liriodendron,tulipifera,C3
Ulmus americana,"Minerovic AJ, Valverde-Barrantes OJ, Blackwood CB. 2018. Physical and microbial mechanisms of decomposition vary in importance among root orders and tree species with differing chemical and morphological traits. Soil Biology and Biochemistry 124: 142-149.",Ulmus,americana,C3
Populus tremula,"Sun T, Dong L, Wang Z, Lu X, Mao Z. 2016. Effects of long-term nitrogen deposition on fine root decomposition and its extracellular enzyme activities in temperate forests. Soil Biology and Biochemistry 93: 50-59",Populus,tremula,C3
Phellodendron amurense,"Sun T, Dong L, Wang Z, Lu X, Mao Z. 2016. Effects of long-term nitrogen deposition on fine root decomposition and its extracellular enzyme activities in temperate forests. Soil Biology and Biochemistry 93: 50-59",Phellodendron,amurense,C3
Juglans mandshurica,"Sun T, Dong L, Wang Z, Lu X, Mao Z. 2016. Effects of long-term nitrogen deposition on fine root decomposition and its extracellular enzyme activities in temperate forests. Soil Biology and Biochemistry 93: 50-59",Juglans,mandshurica,C3
Pinus strobus,"Vose JM, Ryan MG. 2002. Seasonal respiration of foliage, fine roots, and woody tissues in relation to growth, tissue N, and photosynthesis. Global Change Biology 8: 182-193.",Pinus,strobus,C3
Fraxinus mandshurica,"Wang Y, Gao G, Wang N, Wang Z, Gu J. 2019. Effects of morphology and stand structure on root biomass and length differed between absorptive and transport roots in temperate trees. Plant Soil, in press.",Fraxinus,mandshurica,C3
Juglans mandshurica,"Wang Y, Gao G, Wang N, Wang Z, Gu J. 2019. Effects of morphology and stand structure on root biomass and length differed between absorptive and transport roots in temperate trees. Plant Soil, in press.",Juglans,mandshurica,C3
Larix gmelinii,"Wang Y, Gao G, Wang N, Wang Z, Gu J. 2019. Effects of morphology and stand structure on root biomass and length differed between absorptive and transport roots in temperate trees. Plant Soil, in press.",Larix,gmelinii,C3
Fraxinus mandshurica,"Liu YK, Fan C, Li XW, Ling YH, Zhou YG, Feng MS, Huang CD. 2012. Effects of thinning on fine root biomass and carbon storage of subalpine Picea asperata plantation in Western Sichuan Province, China. Chinese Journal of Plant Ecology 36: 625-654.",Fraxinus,mandshurica,C3
Diospyros virginiana,"Lavely EL, Chen W, Peterson KA, Klodd AE, Volder E, Marini RP, Eissenstat D. 2020. On characterizing root function in perennial horticultural crops. American Journal of Botany",Diospyros,virginiana,C3
